description,costPrice,salePrice,quantity,idProveedor,code,size,activo
"vestido cuello bordado - blanco ",2500.0,5000.0,1,1,vestido cuello bordado - blanco -2500-5000-6M-1,6M,0
"vestido angelito - crudo ",3000.0,6000.0,1,1,vestido angelito - crudo -3000-6000-6M-1,6M,0
"vestido ratoncito  bailarina - celeste ",3000.0,6000.0,1,1,vestido ratoncito  bailarina - celeste -3000-6000-6M-1,6M,0
"body vestido zafira - amarillo ",3000.0,6000.0,1,1,0933160137006M,6M,0
vestido animalitos nordicos - crudo,3000.0,6000.0,1,1,vestido animalitos nordicos - crudo-3000-6000-6M-1,6M,0
"vestido flores - celeste ",2500.0,5000.0,1,1,vestido flores - celeste -2500-5000-6M-1,6M,0
vestido laura - lila,2500.0,5000.0,1,1,0919210162006M,6M,0
"conjunto zafira - rosa viejo ",3000.0,6500.0,1,1,0610160111006M,6M,0
"vestido marga - rosa viejo ",3500.0,7000.0,1,1,616039,6M,1
vestido marga - rosa viejo,3000.0,6000.0,1,1,0901010411006M,6M,0
vastido hombros puntilla - rosa,3000.0,6000.0,1,1,vastido hombros puntilla - rosa-3000-6000-6M-1,6M,0
vestido cuello broderi - rosa viejo,3000.0,6000.0,1,1,vestido cuello broderi - rosa viejo-3000-6000-6M-1,6M,0
"vestido cuello broderie - chocolate ",3000.0,6000.0,1,1,vestido cuello broderie - chocolate -3000-6000-6M-1,6M,0
"vestido marga - olivia ",3000.0,6000.0,1,1,0901010408006M,6M,0
vestido ardillitas -blanca,3000.0,6000.0,1,1,vestido ardillitas -blanca-3000-6000-6M-1,6M,0
"body camisa jano - marino ",3000.0,6000.0,1,1,0071910025009M,9M,0
enterito indigo - habana,2500.0,5000.0,1,1,0392320124009M,9M,0
enterito jano rallado - marino,2500.0,5000.0,1,1,enterito jano rallado - marino-2500-5000-9M-1,9M,0
"enterito chomba matias - todo ",3000.0,6000.0,1,1,0322010194009M,9M,0
"jardinero flores grandes - azul ",2000.0,4000.0,1,1,jardinero flores grandes - azul -2000-4000-9M-1,9M,0
body vestido paloma - blanco,3000.0,6000.0,1,1,0097630100009M,9M,0
vestido angelito - crudo,3000.0,6000.0,1,1,vestido angelito - crudo-3000-6000-9M-1,9M,0
enterito hortencia - rosa viejo,2500.0,5000.0,1,1,0316210110009M,9M,0
vestido marga - oliva,3000.0,6000.0,1,1,0901010408009M,9M,0
vestido cuello bordado - blanco,2500.0,5000.0,1,1,vestido cuello bordado - blanco-2500-5000-9M-1,9M,0
"vestido puntilla hombro - crudo ",2500.0,5000.0,1,1,vestido puntilla hombro - crudo -2500-5000-9M-1,9M,0
conjunto zafira - lila,3000.0,6500.0,1,1,0610160162009M,9M,0
"body vestido zafira - rosa ",3000.0,6000.0,1,1,0933160110009M,9M,0
vestido ratoncitos bailarinas - celeste,3000.0,6000.0,1,1,vestido ratoncitos bailarinas - celeste-3000-6000-9M-1,9M,0
"vestido animalitos nordicos - crudo ",3000.0,6000.0,1,1,vestido animalitos nordicos - crudo -3000-6000-9M-1,9M,0
vestido cuello broderie - rosa viejo,3000.0,6000.0,1,1,vestido cuello broderie - rosa viejo-3000-6000-9M-1,9M,0
"vestido cuello broderi - chocolate ",3000.0,6000.0,1,1,vestido cuello broderi - chocolate -3000-6000-9M-1,9M,0
"vestido brazo broderie - rosa ",3000.0,6000.0,1,1,vestido brazo broderie - rosa -3000-6000-9M-1,9M,0
body camisa chano - aero,3500.0,7000.0,1,1,0071970121012M,9M,0
"body camisa jano - marino ",3500.0,7000.0,1,1,0071910025012M,9M,0
"body chomba mateo - marino ",3000.0,6000.0,1,1,0053000125012M,9M,0
body chomba cuello rojo - gris,3000.0,6000.0,1,1,body chomba cuello rojo - gris-3000-6000-9M-1,9M,0
enterito corto jano - marino,2500.0,5000.0,1,1,enterito corto jano - marino-2500-5000-12M-1,12M,0
"jardinero florencia - rosa ",2500.0,5000.0,1,1,0379340110012M,12M,0
"vestido frida - blanco ",3500.0,6500.0,1,1,0929180100012M,12M,0
vestido Trinidad - beige,4000.0,8000.0,1,1,0902010042012M,12M,0
body vestido selene - crudo,4000.0,8000.0,0,1,0087040170012M,12M,0
body vestido paloma - blanco,3000.0,6000.0,1,1,0097630100012M,12M,0
"vestido cuello bordado ",2500.0,5000.0,1,1,vestido cuello bordado -2500-5000-12M-1,12M,0
vestido puntilla hombros - blanco,3000.0,6000.0,1,1,vestido puntilla hombros - blanco-3000-6000-12M-1,12M,0
"vestido angelito ",3000.0,6000.0,1,1,vestido angelito -3000-6000-12M-1,12M,0
"vestido irene - arena ",4500.0,8500.0,1,1,0926370128012M,12M,0
"vestido ratoncitos bairlarina - celeste ",3000.0,6000.0,1,1,vestido ratoncitos bairlarina - celeste -3000-6000-12M-1,12M,0
body vestido flores grandes - amarillo,3000.0,6000.0,1,1,body vestido flores grandes - amarillo-3000-6000-12M-1,12M,0
"vestido laura - lila ",3000.0,6000.0,4,1,0919210162012M,12M,0
"vestido monique - rosa viejo ",3000.0,6000.0,1,1,0992040111012M,12M,0
"vestido Trinidad - rojo ",4500.0,9000.0,1,1,0902010050012M,12M,0
"vestido cuello broderie - rosa ",3000.0,6000.0,1,1,vestido cuello broderie - rosa -3000-6000-12M-1,12M,0
"vestido cuello broderie. - chocolate ",3000.0,6000.0,1,1,vestido cuello broderie. - chocolate -3000-6000-12M-1,12M,0
vestido marga  - oliva,3000.0,6000.0,1,1,0901010408012M,12M,0
vestido broderie mangas,3500.0,7000.0,1,1,vestido broderie mangas-3500-7000-12M-1,12M,0
"vestido cuello broderie - chocolate ",3000.0,6000.0,1,1,vestido cuello broderie - chocolate -3000-6000-18M-1,18M,0
camisa jano - marino,3500.0,7000.0,1,1,0864910125018M,18M,0
"camisa melchor - marino ",3000.0,6000.0,1,1,0864810125018M,18M,0
chomba mateo - blanco,3500.0,7000.0,1,1,0837000100018M,18M,0
"chomba oliver - azul ",3500.0,7000.0,1,1,0837090019018M,18M,0
vestido Trinidad - blanco,4500.0,9000.0,1,1,0902010000018M,18M,0
"vestido frida - blanco ",4000.0,8000.0,1,1,0929180100018M,18M,0
prueba producto 2 para test ventas,888.0,4000.0,27,1,prueba producto 2 para test ventas-888-4000-M-5,M,0
"vestido angelito - crudo ",3000.0,6000.0,1,1,vestido angelito - crudo -3000-6000-18M-1,18M,0
vestido cuello bordado - blanco,3000.0,6000.0,1,1,vestido cuello bordado - blanco-3000-6000-18M-1,18M,0
"vestido hombros puntilla - blanco ",3000.0,6000.0,1,1,vestido hombros puntilla - blanco -3000-6000-18M-1,18M,0
"vestido cuello broderie - crudo ",3000.0,6000.0,1,1,vestido cuello broderie - crudo -3000-6000-18M-1,18M,0
vestido animalitos nordicos - crudo,3000.0,6000.0,1,1,vestido animalitos nordicos - crudo-3000-6000-18M-1,18M,1
"vestido irene - mostaza ",4500.0,8500.0,1,1,0926370186018M,18M,0
vestido laura - tostado,3000.0,6000.0,1,1,0919210127018M,18M,0
"vestido Laura - rojo ",3000.0,6000.0,1,1,0992040147018M,18M,1
"vestido monique - lavanda ",3000.0,6000.0,1,1,0992040147018M,18M,0
vestido broderie brazo - crudo,3000.0,6000.0,1,1,vestido broderie brazo - crudo-3000-6000-18M-1,18M,0
"vestidos animalitos nordicos - crudo ",3000.0,6000.0,1,1,vestidos animalitos nordicos - crudo -3000-6000-12M-1,12M,0
"perfumina exclusiva francesca ",800.0,1800.0,7,1,perfumina exclusiva francesca -800-1800-Tu -7,"Tu ",0
"vinchas elástico fino flores ",500.0,1300.0,10,1,vinchas elástico fino flores -500-1300-TU-1,TU,0
vinchas alambre flores,800.0,1600.0,4,1,vinchas alambre flores-800-1600-TU-1,TU,0
vinchas cuadrille,600.0,1200.0,8,1,vinchas cuadrille-600-1200-Tu-9,Tu,0
vincha elástico ancho flores,900.0,1800.0,3,1,vincha elástico ancho flores-900-1800-TU-3,TU,0
"vinchas flores ",1000.0,2000.0,7,1,vinchas flores -1000-2000-TU-7,TU,0
hebilla flores una grande,600.0,1100.0,10,1,hebilla flores una grande-400-1000-TU-10,TU,0
hebillas tic tac par flores,400.0,1000.0,11,1,hebillas tic tac par flores-400-1000-TU-11,TU,0
colitas par flores,400.0,1000.0,7,1,colitas par flores-400-1000-TU-7,TU,0
"hebilla broche grande ",300.0,700.0,7,1,hebilla broche grande -300-700-TU-7,TU,0
hebilla pico chiquita flores,150.0,500.0,6,1,hebilla pico chiquita flores-150-500-TU-6,TU,0
"pelucita bebe ",300.0,600.0,4,1,pelucita bebe -300-600-TU-4,TU,0
"tic tac mundo de colores ",400.0,800.0,4,1,tic tac mundo de colores -400-800-TU-4,TU,0
pico mundo de colores moño,300.0,600.0,2,1,pico mundo de colores moño-300-600-TU-2,TU,0
pico chiquitos mundo colores,250.0,500.0,5,1,pico chiquitos mundo colores-250-500-TU-5,TU,0
porta chupetes yo no fui,450.0,900.0,26,1,babitas yo no fui toallas -450-900-TU-28,TU,0
"bandanas  ",600.0,1300.0,15,1,bandanas  -600-1300-TU-24,TU,0
piluso reversible - gris,1000.0,2000.0,1,1,piluso reversible - gris-1000-2000-TU-1,TU,0
"portachupete mundo de colores ",500.0,1000.0,0,1,portachupete mundo de colores -500-1000-TU-null,TU,0
"babitas yo no fui toallas ",600.0,1300.0,2,1,babitas yo no fui toallas -600-1300-TU-2,TU,0
"babitas todo amor ",700.0,1400.0,7,1,babitas todo amor -700-1400-TU-6,TU,0
babitas varias,300.0,600.0,3,1,babitas varias-300-600-TU-3,TU,0
"gorritos estampados ",600.0,1500.0,54,1,gorritos estampados -600-1500-TU-55,TU,0
gorritos lisos,500.0,1000.0,10,1,gorritos lisos-500-1000-TU-10,TU,0
"mitones ",500.0,1000.0,3,1,mitones -500-1000-TU-3,TU,0
vestido Trinidad - rojo,4500.0,9000.0,1,1,0902010050006A,6A,0
mono towel - crudo,3500.0,7000.0,1,1,0348440170006A,6A,0
"mono amparo - rosa viejo ",4500.0,9000.0,1,1,0353330111006A,6A,0
mono amparo - rojo,4500.0,9000.0,1,1,0353330150006A,6A,0
vestido selena - crudo,3500.0,7000.0,1,1,0965040170008A,6A,1
"camisa jano - marino ",3500.0,7000.0,1,1,0864910125006A,6A,0
chomba oliver - beige,3500.0,7000.0,1,1,0837090042006A,6A,0
chomba oliver - azul,3500.0,7000.0,1,1,0837090019006A,6A,0
"vestido Trinidad - blanco ",4500.0,9000.0,1,1,0902010000006A,6A,0
"vestido irene - arena ",3500.0,7000.0,1,1,0926370128006A,6A,0
"vestido sam - beige ",4500.0,9000.0,1,1,0939170042002A,6A,0
"vestido irene - beige ",3500.0,7000.0,1,1,0926370142006A,6A,0
"vestido selena - rosa viejo ",3500.0,7000.0,1,1,0965040111006A,6A,0
"vestido monique - rosa viejo ",3500.0,7000.0,1,1,0992040111006A,6A,0
"vestido helga - agua marina ",3000.0,6000.0,1,1,0964580145006A,6A,0
Solero martina - aero,3000.0,6000.0,1,1,0967620121006A,6A,0
"vestido justina - jean ",3500.0,7000.0,1,1,0943310122006A,6A,0
"vestido irene - mostaza ",3500.0,7000.0,1,1,0926370186006A,6A,0
"remera termica - rosa viejo ",3500.0,7000.0,1,1,0800860111006A,6A,0
remera termica - beige,3500.0,7000.0,1,1,0800860142006A,6A,0
remera blanca - blanco,3000.0,6000.0,1,1,0854010100006A,6A,0
remera isidro - marino,3000.0,6000.0,1,1,0838010125006A,6A,1
remera anton - topo,3000.0,6000.0,1,1,0805640094006A,6A,0
blusa paloma - blanco,3500.0,7000.0,1,1,0869630000006A,6A,0
"blusa paloma - tostado ",3500.0,7000.0,1,1,0869630027006A,6A,0
"remera cuello bordado - blanca ",3000.0,6000.0,1,1,remera cuello bordado - blanca -3000-6000-6A-1,6A,0
"remera gretel - blanco ",2500.0,5000.0,1,1,0801015200006A,6A,0
"remera flores amarilla - blanco ",2500.0,5500.0,1,1,remera flores amarilla - blanco -2500-5500-6A-1,6A,0
"remera erizo baby - beige ",2500.0,5000.0,1,1,0817011942006A,6A,0
"remera leysa - lila ",2500.0,5500.0,1,1,0814780162006A,6A,0
"musculosa lunares salos - celeste ",2000.0,4000.0,1,1,musculosa lunares salos - celeste -2000-4000-6A-1,6A,0
"remera durazno - durazno ",2500.0,5000.0,1,1,0875260139006A,6A,0
remera selena - rosa viejo,3000.0,6000.0,1,1,0814040111006A,6A,0
remera mia - crudo,2500.0,5000.0,1,1,0804000170006A,6A,0
"remera bernarda - rojo ",2500.0,5000.0,1,1,0844000150006A,6A,0
musculosa long beach - gris,2500.0,5000.0,1,1,0831016790006A,6A,0
"musculosa surfer - mostaza ",2500.0,5000.0,1,1,0831016386006A,6A,0
remera ismael - beige,2500.0,5000.0,1,1,0838010142006A,6A,1
remera chano - francia,2500.0,5000.0,1,1,0807250096006A,6A,0
"remera galactic - gris topo ",2500.0,5000.0,1,1,0898017094006A,6A,0
remera Ismael - beige,2500.0,5000.0,0,1,0838010142006A,6A,0
remera facu - tostado,2500.0,5000.0,1,1,0825200027006A,6A,0
remera palm beach - azul,2500.0,5000.0,1,1,0806016919006A,6A,0
"remera dino - verde ",2500.0,5000.0,1,1,remera dino - verde -2500-5000-6A-1,6A,0
"remera tuna - blanco ",2500.0,5000.0,1,1,0806016200006A,6A,0
"remera renata - crudo ",3000.0,6000.0,0,1,0800011870006A,6A,0
remera deisy - rosa viejo,2500.0,5000.0,4,1,0839670111006A,6A,0
remera isidro - marino,3000.0,6000.0,1,1,0838010125006A,6A,0
remera into the wild - oxido,3000.0,6000.0,1,1,0805015497006A,6A,0
chomba matias - topo,3500.0,7000.0,1,1,0830000194006A,6A,0
"chomba matias - blanco ",3500.0,7000.0,1,1,0830000100006A,6A,0
calza dolly - oxido,3000.0,6000.0,1,1,0400150197006A,6A,0
"pantalon paulo - mostaza ",3500.0,7000.0,1,1,0425060086006A,6A,0
pabtalon paulo - topo,3500.0,7000.0,1,1,0425060094006A,6A,1
pantalon melchor - marino,3500.0,7000.0,1,1,0435060025006A,6A,1
pantalon melchor - marino,3500.0,7000.0,1,1,0435060025006A,6A,0
calza bambi - rosa bebe,3000.0,6000.0,1,1,0400740010006A,6A,0
"calza azucar - beige ",3000.0,6000.0,1,1,0400360042006A,6A,0
calza azucar - rosa bebe,3000.0,6000.0,1,1,0400360010006A,6A,0
calza ardilla - beige,3000.0,6000.0,1,1,0400350042006A,6A,0
calza ardilla - rosa bebe,3000.0,6000.0,1,1,0400350010006A,6A,0
vestido Trinidad - rojo,4500.0,9000.0,1,1,0902010050010A,10A,0
manta indigo - beige,3300.0,6600.0,1,1,001884004200TU,6A,0
manta indigo - tostado,3300.0,6600.0,1,1,001884002700TU,TU,0
manta paris - marino,4000.0,8000.0,1,1,001887012500TU,tu,0
manta gorrion - crudo,4000.0,8000.0,1,1,001813017000TU,tu,0
manta leysa - rojo,4000.0,8000.0,1,1,001847005000TU,tu,0
manta mapache - gris melange,4000.0,8000.0,1,1,001885009000TU,tu,0
manta salchicha - celeste,4600.0,8200.0,1,1,001842010200TU,tu,0
"manta tortuga - termica blanco ",7000.0,14000.0,1,1,001929000000TU,tu,0
vestido sam - rojo,4500.0,9000.0,1,1,0939170050008A,8A,0
remera space explore - marino,3000.0,6000.0,1,1,0805017425008A,8A,0
remera isidro - tostado,3000.0,6000.0,1,1,0838010127008A,8A,0
"remera isidro - marino ",3000.0,6000.0,1,1,0838010125008A,8A,1
remera into the wild - bordo,3000.0,6000.0,1,1,0805015453008A,8A,0
remera into the wild - oxido,3000.0,6000.0,1,1,0805015497008A,8A,1
chomba matias - azul,3500.0,7000.0,1,1,0830000119008A,8A,0
remera galactic - gris topo,3000.0,6000.0,1,1,0898017094008A,8A,0
remera ismael - azul,2500.0,5000.0,1,1,0838010119008A,8A,0
remera chano - francia,2500.0,5000.0,1,1,0807250096008A,8A,0
remera daisy - rosa viejo,3000.0,6000.0,1,1,0839670111008A,8A,0
"remera renata - crudo ",3000.0,6000.0,1,1,0800011870008A,8A,0
remera gina - rosa bebe,3000.0,6000.0,1,1,0800500110008A,8A,0
blusa paloma - tostado,3000.0,6000.0,1,1,0869630027008A,8A,0
"musculosa brookling - amarillo ",2500.0,5000.0,1,1,0831017737008A,8A,0
"remera tuna - blanco ",2500.0,5000.0,1,1,0806016200008A,8A,0
remera Bernarda - rojo,2500.0,5000.0,1,1,0844000150008A,8A,0
"remera felicita - blanco ",2500.0,5000.0,1,1,0873010000008A,8A,0
remera selena - rosa viejo,3000.0,6000.0,1,1,0814040111008A,8A,0
remera leysa - rojo,2500.0,5000.0,1,1,0814780150008A,8A,0
"remera yamila - blanco ",3000.0,6000.0,0,1,0878010400008A,8A,0
remera leysa - amarillo,2500.0,5000.0,1,1,0814780137008A,8A,0
"remera selena - crudo ",3000.0,6000.0,1,1,0814040170008A,8A,0
remera termica - beige,3500.0,7000.0,1,1,0800860142008A,8A,1
"remera termica - rosa viejo ",3500.0,7000.0,1,1,0800860111008A,8A,0
remera into the wild - oxido,3000.0,6000.0,1,1,0805015497008A,8A,0
"remera blanca - blanco ",3000.0,6000.0,1,1,0854010100008A,8A,0
remera isidro - marino,3000.0,6000.0,1,1,0838010125008A,8A,0
remera termica - beige,3500.0,7000.0,1,1,0800860142008A,8A,0
"remera space explore - blanco ",3000.0,6000.0,1,1,0805017400008A,8A,0
"buzo paulino - azul ",3000.0,6000.0,1,1,0556730019008A,8A,0
campera amanda - rosa viejo,4000.0,8000.0,1,1,0542630111006A,8A,0
campera yago - gris melange,4000.0,8000.0,1,1,0537050090008A,8A,0
"buzo paulino - arena ",3000.0,6000.0,1,1,0556730028008A,8A,0
buzo jeronimo - azul,4500.0,9000.0,1,1,0500730119006A,8A,0
"buzo trinidad - crudo ",4000.0,8000.0,1,1,0519690070008A,8A,0
buzo paulo - topo,4000.0,8000.0,1,1,0556060094008A,8A,0
"short yago - mostaza ",2500.0,5000.0,1,1,0724730086008A,8A,0
short german - azul,2500.0,5000.0,1,1,0726390119008A,8A,0
"bermuda mogly - gris melange ",2500.0,5500.0,1,1,0725990190008A,8A,0
bermuda matias - negro,3000.0,6000.0,1,1,0716110195008A,8A,0
short amelie - tostado,2500.0,5000.0,4,1,0708050027008A,8A,0
short Augusto - tostado,2500.0,5000.0,1,1,0748220027008A,8A,0
calzq termica - militar,3500.0,7000.0,1,1,0401860130008A,8A,0
"pabtalon melchor - tostado ",3500.0,7000.0,1,1,0435060027008A,8A,1
"bomber aliana - rosa viejo ",4000.0,8000.0,1,1,0435060027008A,8A,0
buzo melchor - marino,4000.0,8000.0,1,1,0569060025008A,8A,1
buzo Melchor - marino,4000.0,8000.0,1,1,0569060025008A,8A,0
"pantalon paulo - mostaza ",3500.0,7000.0,1,1,0425060086008A,8A,0
"pabtalon Melchor - marino ",3500.0,7000.0,1,1,0435060025008A,8A,0
"jardinero roma - ladrillo - lacre ",6800.0,13300.0,1,1,0391150043008A,8A,0
pantalon paulo - topo,3500.0,7000.0,1,1,0425060094008A,8A,0
calza dolly - oxido,3000.0,6000.0,1,1,0400150197008A,8A,0
"calza dolly - rosa viejo ",3000.0,6000.0,0,1,0400150111008A,8A,0
calza azucar - beige,3000.0,6000.0,0,1,0400360042008A,8A,0
calza azucar - rosa bebe,3000.0,6000.0,1,1,0400360010008A,8A,0
buzo Rapunzel - beige,3000.0,6000.0,1,1,0517050142008A,8A,0
"campera moon - caramelo ",6000.0,12000.0,1,1,0552110080008A,8A,0
"buzo franca - tostado ",6000.0,12000.0,1,1,0517840027008A,8A,0
"buzo franca - chicle ",6000.0,12000.0,1,1,0517840013008A,8A,0
"vestido monique - lavanda ",3000.0,6000.0,1,1,0992040147008A,8A,0
nono towel - crudo,3500.0,7000.0,1,1,0348440170008A,8A,0
mono amparo - rojo,4500.0,9000.0,1,1,0353330150008A,8A,0
vestido Trinidad - blanco,4500.0,9000.0,1,1,0902010000008A,8A,0
"chomba mateo - marino ",3500.0,7000.0,1,1,0837000125008A,8A,0
camisa chano - aero,3500.0,7000.0,1,1,0864980121008A,8A,0
"camisa jano - marino ",3500.0,7000.0,1,1,0864910125008A,8A,0
jardinero clara - beige,4500.0,9000.0,1,1,0384200042008A,8A,0
vestido trinidad - rojo,4500.0,9000.0,1,1,0902010050008A,8A,0
"vestido selena - crudo ",3500.0,7000.0,1,1,0965040170008A,8A,0
campera forest - azul,5000.0,10000.0,1,1,0541230019006A,6A,0
campera moon- caramelo,6000.0,12000.0,1,1,0552110080006A,6A,0
"vestido rufina - marino ",5000.0,10000.0,1,1,0990860025006A,6A,0
"vestido lidia - gris melange ",4500.0,9000.0,1,1,0948530190006A,6A,0
pantalon paulo,3000.0,6000.0,1,1,0425060094006A,6A,0
pantalon Melchor - tostado,3500.0,7000.0,1,1,0435060027006A,6A,0
campera pedro - crudo,3000.0,6000.0,1,1,0540400170006A,6A,0
"campera Pedro - gris ",3000.0,6000.0,1,1,0540400190006A,6A,0
" campera amelie - rosa",3000.0,6000.0,1,1,0539050110006A,6A,0
short amelie - gris melange,2500.0,5000.0,1,1,0708050090006A,6A,0
"short irene - arena ",2500.0,5000.0,1,1,0747370028006A,6A,0
"short yago - mostaza ",2500.0,5000.0,1,1,0724730086006A,6A,0
"biker monique - lavanda ",2500.0,5000.0,1,1,0408040047006A,6A,0
bermuda mogly - gris melange,2500.0,5000.0,1,1,0725990190006A,6A,0
"buzo Melchor - marino ",4000.0,8000.0,1,1,0569060025006A,6A,1
buzo melchor - marino,4000.0,8000.0,1,1,0569060025006A,6A,0
buzo ismael - celeste bebe,3000.0,6000.0,1,1,0508750120006A,6A,0
buzo Rapunzel -crudo,3000.0,6000.0,1,1,0517050170006A,6A,0
"sandalias franciscana ",2500.0,4500.0,8,1,sandalias franciscana -2500-4500-TU-1,TU,0
"zapatitos ",2500.0,4500.0,2,1,zapatitos -2500-4500-TU-1,TU,0
"buzo paulino - arena ",3000.0,6000.0,1,1,0556730028006A,6A,0
"buzo paulino - azul ",3000.0,6000.0,1,1,0556730019006A,6A,0
campera amelie - tostado,3000.0,6000.0,1,1,0539050127006A,6A,0
"campera amelie - gris ",3000.0,6000.0,1,1,0539050190006A,6A,0
buzo Trinidad - crudo,4000.0,8000.0,1,1,0519690070006A,6A,0
prueba estefi 1,2000.0,4000.0,1,1,prueba estefi 1-2000-4000-2-1,2,0
prueba estefi 2,3000.0,6000.0,9,1,prueba estefi 2-3000-6000-3-1,3,0
pueba estefi 3,4500.0,9000.0,997,1,pueba estefi 3-4500-9000-4-1,4,0
pueba estefi 4,4000.0,8000.0,998,1,pueba estefi 4-4000-8000-6-1,6,0
prueba estefi 5,4000.0,8500.0,991,1,prueba estefi 5-4000-8500-5-1,5,0
prueba estefi 6,3500.0,7000.0,996,1,prueba estefi 6-3500-7000-2-1,2,0
test recarga,1000.0,8000.0,87,1,test recarga-1000-8000-M-90,M,0
"vinchas tela moño ",600.0,1500.0,1,1,vinchas tela moño -600-1500-tu-1,tu,0
calza azucar,3000.0,6000.0,0,1,0400360010002A,2a,0
bomber aliana - rosa vieja,4000.0,8000.0,1,1,0539700111008A,8A,0
body cari,2500.0,5000.0,0,1,body cari-2500-5000-6m-1,6m,0
